category,product_tier,price_band,customer_tier,market_region,optional_services,quantity,price,order_value,selected_products_count,delivery_lead_time_days,is_expedited_delivery,optional_services_count,optional_services_fee,requested_discount_percent,customer_avg_previous_discount,product_avg_previous_discount,customer_previous_transactions,tier_discount,tier_max_discount,recommended_discount_percent
FURNITURE,STANDARD,PREMIUM,STANDARD,DOMESTIC,PREMIUM_SLA,2,161.86,323.72,1,2,1,2,137.43,3.07,3.31,6.97,8,5.0,12.0,1.18
ELECTRONICS,STANDARD,PREMIUM,STANDARD,EUROPE,NONE,20,274.78,5495.6,1,4,0,0,0.0,10.7,3.43,7.0,2,5.0,12.0,3.56
HARDWARE,PREMIUM,PREMIUM,GOLD,DOMESTIC,NONE,20,381.15,7623.0,4,13,0,0,0.0,12.79,13.03,5.84,11,12.0,24.0,5.04
INDUSTRIAL,PREMIUM,PREMIUM,STANDARD,EUROPE,PREMIUM_SLA,250,273.13,68282.5,2,5,0,2,446.92,5.27,3.91,10.84,11,5.0,12.0,12.0
HARDWARE,ECONOMY,PREMIUM,STANDARD,EUROPE,PREMIUM_SLA,5,210.05,1050.25,2,16,0,2,208.06,1.29,6.63,7.07,8,5.0,12.0,8.45
FURNITURE,ECONOMY,PREMIUM,STANDARD,EUROPE,TRAINING_AND_SUPPORT,10,367.42,3674.2,1,30,0,1,85.46,8.28,4.38,9.94,8,5.0,12.0,5.74
SOFTWARE,PREMIUM,PREMIUM,STANDARD,DOMESTIC,NONE,50,196.08,9804.0,1,27,0,0,0.0,6.5,9.24,7.93,9,5.0,12.0,12.0
HARDWARE,STANDARD,PREMIUM,GOLD,EUROPE,NONE,5,322.52,1612.6,3,10,0,0,0.0,7.07,15.37,11.05,4,12.0,24.0,8.64
SERVICES,ECONOMY,PREMIUM,SILVER,DOMESTIC,INSTALLATION,50,402.21,20110.5,1,19,0,1,154.07,9.22,7.76,10.55,7,8.0,18.0,13.21
ELECTRONICS,ENTERPRISE,PREMIUM,PLATINUM,EUROPE,NONE,100,314.61,31461.0,4,4,0,0,0.0,16.64,17.41,8.44,7,16.0,30.0,7.87
FURNITURE,STANDARD,HIGH,GOLD,EUROPE,INSTALLATION,10,140.17,1401.7,1,24,0,1,71.04,12.35,14.55,10.48,11,12.0,24.0,12.66
ELECTRONICS,STANDARD,PREMIUM,GOLD,EUROPE,EXTENDED_WARRANTY,20,307.96,6159.2,2,20,0,1,56.57,6.36,12.49,8.02,10,12.0,24.0,10.84
SOFTWARE,ENTERPRISE,PREMIUM,STANDARD,DOMESTIC,INSTALLATION,250,312.88,78220.0,3,14,0,1,164.07,5.85,5.07,7.84,13,5.0,12.0,10.11
FURNITURE,ECONOMY,PREMIUM,SILVER,DOMESTIC,NONE,10,428.51,4285.1,2,14,0,0,0.0,9.71,7.82,13.18,10,8.0,18.0,1.12
HARDWARE,ENTERPRISE,MEDIUM,STANDARD,EUROPE,PREMIUM_SLA,5,47.22,236.1,3,6,0,2,433.14,5.1,3.91,4.16,8,5.0,12.0,3.52
ELECTRONICS,ENTERPRISE,PREMIUM,SILVER,DOMESTIC,PREMIUM_SLA,1,371.3,371.3,2,23,0,2,335.94,9.8,5.5,8.59,9,8.0,18.0,10.63
SERVICES,STANDARD,PREMIUM,SILVER,DOMESTIC,NONE,1,479.68,479.68,1,29,0,0,0.0,6.65,6.34,8.66,9,8.0,18.0,7.98
INDUSTRIAL,ENTERPRISE,PREMIUM,STANDARD,DOMESTIC,PREMIUM_SLA,20,276.27,5525.4,5,20,0,2,488.15,2.12,6.3,9.35,8,5.0,12.0,12.0
ELECTRONICS,ENTERPRISE,HIGH,GOLD,EUROPE,PREMIUM_SLA,2,95.83,191.66,2,20,0,2,160.3,8.68,13.9,4.95,10,12.0,24.0,12.79
SERVICES,ENTERPRISE,PREMIUM,PLATINUM,EUROPE,NONE,2,228.72,457.44,1,13,0,0,0.0,18.25,12.17,9.21,11,16.0,30.0,12.32
HARDWARE,PREMIUM,PREMIUM,SILVER,EUROPE,EXTENDED_WARRANTY,5,332.51,1662.55,1,8,0,1,174.07,7.2,10.51,6.92,3,8.0,18.0,5.51
INDUSTRIAL,ECONOMY,PREMIUM,STANDARD,DOMESTIC,PREMIUM_SLA,20,277.9,5558.0,1,1,1,2,222.33,3.78,3.32,6.84,15,5.0,12.0,3.86
HARDWARE,PREMIUM,PREMIUM,GOLD,EUROPE,INSTALLATION,50,488.08,24404.0,1,28,0,1,152.1,14.87,12.15,9.23,5,12.0,24.0,12.11
SOFTWARE,PREMIUM,HIGH,GOLD,EUROPE,TRAINING_AND_SUPPORT,1,125.59,125.59,1,30,0,1,129.47,11.01,13.47,7.64,6,12.0,24.0,15.1
SOFTWARE,STANDARD,HIGH,PLATINUM,DOMESTIC,NONE,2,86.05,172.1,3,10,0,0,0.0,14.9,16.28,7.92,10,16.0,30.0,14.16
INDUSTRIAL,STANDARD,HIGH,STANDARD,DOMESTIC,NONE,100,55.27,5527.0,4,29,0,0,0.0,9.75,2.0,7.96,8,5.0,12.0,12.0
HARDWARE,STANDARD,PREMIUM,STANDARD,EUROPE,WHITE_GLOVE,20,346.09,6921.8,1,27,0,2,161.81,6.67,3.6,10.73,3,5.0,12.0,10.81
INDUSTRIAL,STANDARD,HIGH,SILVER,DOMESTIC,NONE,2,86.89,173.78,1,16,0,0,0.0,5.94,10.07,6.53,8,8.0,18.0,10.48
FURNITURE,STANDARD,PREMIUM,PLATINUM,DOMESTIC,NONE,1,480.84,480.84,4,3,1,0,0.0,17.02,11.01,4.53,7,16.0,30.0,2.71
HARDWARE,ECONOMY,PREMIUM,STANDARD,DOMESTIC,TRAINING_AND_SUPPORT,10,413.42,4134.2,1,1,1,1,98.42,3.21,3.89,9.55,12,5.0,12.0,1.0
HARDWARE,STANDARD,PREMIUM,SILVER,DOMESTIC,INSTALLATION,5,496.71,2483.55,4,19,0,1,187.23,10.84,10.23,5.34,7,8.0,18.0,9.25
INDUSTRIAL,PREMIUM,PREMIUM,STANDARD,EUROPE,NONE,10,453.87,4538.7,1,5,0,0,0.0,4.94,8.71,7.8,10,5.0,12.0,2.6
OFFICE_SUPPLIES,STANDARD,PREMIUM,STANDARD,EUROPE,WHITE_GLOVE,50,278.41,13920.5,3,30,0,2,282.91,6.35,2.98,8.75,7,5.0,12.0,12.0
INDUSTRIAL,STANDARD,PREMIUM,STANDARD,DOMESTIC,PREMIUM_SLA,5,168.09,840.45,2,9,0,2,335.06,5.81,4.95,8.41,9,5.0,12.0,6.93
FURNITURE,ENTERPRISE,HIGH,STANDARD,DOMESTIC,INSTALLATION,50,114.94,5747.0,3,11,0,1,157.41,1.44,2.0,8.96,8,5.0,12.0,9.02
FURNITURE,ECONOMY,PREMIUM,PLATINUM,EUROPE,NONE,5,193.61,968.05,3,14,0,0,0.0,17.99,16.27,8.39,8,16.0,30.0,10.78
SERVICES,STANDARD,HIGH,STANDARD,DOMESTIC,NONE,2,101.08,202.16,2,18,0,0,0.0,5.16,3.02,5.79,10,5.0,12.0,9.93
SOFTWARE,ECONOMY,PREMIUM,STANDARD,DOMESTIC,NONE,10,379.49,3794.9,1,21,0,0,0.0,11.67,3.33,6.95,7,5.0,12.0,3.9
SOFTWARE,STANDARD,HIGH,STANDARD,INTERNATIONAL,NONE,2,94.69,189.38,1,18,0,0,0.0,10.61,3.78,9.57,9,5.0,12.0,8.0
SOFTWARE,STANDARD,PREMIUM,GOLD,DOMESTIC,EXTENDED_WARRANTY,100,439.43,43943.0,2,10,0,1,102.42,14.22,15.41,10.49,13,12.0,24.0,16.83
ELECTRONICS,STANDARD,PREMIUM,STANDARD,EUROPE,NONE,500,369.17,184585.0,2,6,0,0,0.0,1.6,8.01,2.73,11,5.0,12.0,3.66
FURNITURE,STANDARD,HIGH,STANDARD,DOMESTIC,WHITE_GLOVE,2,99.9,199.8,4,7,0,2,112.65,5.78,6.56,7.21,9,5.0,12.0,1.97
OFFICE_SUPPLIES,STANDARD,HIGH,SILVER,INTERNATIONAL,NONE,1,60.42,60.42,4,9,0,0,0.0,3.96,11.0,9.06,9,8.0,18.0,6.88
SOFTWARE,PREMIUM,MEDIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,1,22.7,22.7,2,6,0,1,145.71,6.1,4.62,9.08,5,5.0,12.0,5.28
SOFTWARE,ECONOMY,PREMIUM,SILVER,DOMESTIC,NONE,20,183.45,3669.0,4,16,0,0,0.0,5.98,8.62,8.34,7,8.0,18.0,10.15
SOFTWARE,STANDARD,PREMIUM,SILVER,EUROPE,NONE,20,314.69,6293.8,1,21,0,0,0.0,8.31,3.71,7.34,10,8.0,18.0,10.25
SOFTWARE,ECONOMY,PREMIUM,SILVER,EUROPE,NONE,1,189.35,189.35,1,5,0,0,0.0,5.75,10.41,10.0,10,8.0,18.0,7.33
SOFTWARE,ECONOMY,PREMIUM,PLATINUM,DOMESTIC,NONE,1,246.99,246.99,1,2,1,0,0.0,14.44,14.18,5.59,9,16.0,30.0,6.39
ELECTRONICS,ECONOMY,PREMIUM,SILVER,DOMESTIC,WHITE_GLOVE,50,199.37,9968.5,1,14,0,2,372.1,5.83,8.85,9.42,2,8.0,18.0,7.98
OFFICE_SUPPLIES,ECONOMY,PREMIUM,STANDARD,EUROPE,WHITE_GLOVE,10,400.78,4007.8,4,28,0,2,397.56,0.0,3.99,7.38,6,5.0,12.0,8.28
FURNITURE,PREMIUM,PREMIUM,GOLD,DOMESTIC,NONE,1,243.94,243.94,2,14,0,0,0.0,13.82,11.05,8.62,12,12.0,24.0,5.94
OFFICE_SUPPLIES,STANDARD,PREMIUM,GOLD,DOMESTIC,WHITE_GLOVE,20,338.36,6767.2,3,22,0,2,488.2,12.79,9.02,9.28,9,12.0,24.0,14.34
HARDWARE,ECONOMY,HIGH,GOLD,DOMESTIC,INSTALLATION,2,143.97,287.94,2,30,0,1,151.02,4.27,13.45,9.85,6,12.0,24.0,9.25
SERVICES,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,10,351.44,3514.4,4,5,0,0,0.0,2.37,3.85,8.81,7,5.0,12.0,3.9
FURNITURE,ECONOMY,PREMIUM,STANDARD,DOMESTIC,NONE,5,250.32,1251.6,2,4,0,0,0.0,7.03,5.5,5.65,11,5.0,12.0,1.0
SOFTWARE,STANDARD,PREMIUM,SILVER,DOMESTIC,INSTALLATION,20,191.67,3833.4,1,19,0,1,57.14,6.89,5.46,6.65,8,8.0,18.0,9.5
HARDWARE,PREMIUM,PREMIUM,SILVER,DOMESTIC,NONE,10,300.54,3005.4,1,10,0,0,0.0,9.25,11.28,6.88,10,8.0,18.0,3.83
SERVICES,ENTERPRISE,HIGH,SILVER,DOMESTIC,INSTALLATION,20,106.35,2127.0,1,8,0,1,165.95,5.77,5.58,11.33,4,8.0,18.0,7.99
HARDWARE,PREMIUM,PREMIUM,GOLD,INTERNATIONAL,TRAINING_AND_SUPPORT,5,255.95,1279.75,4,20,0,1,142.5,12.68,13.94,4.76,5,12.0,24.0,11.76
INDUSTRIAL,STANDARD,PREMIUM,SILVER,EUROPE,NONE,2,355.06,710.12,1,13,0,0,0.0,5.47,11.49,6.91,11,8.0,18.0,7.12
HARDWARE,PREMIUM,HIGH,PLATINUM,INTERNATIONAL,EXTENDED_WARRANTY,250,89.82,22455.0,1,5,0,1,75.5,13.48,15.58,5.97,12,16.0,30.0,12.9
HARDWARE,STANDARD,PREMIUM,STANDARD,EUROPE,NONE,5,330.06,1650.3,1,24,0,0,0.0,7.64,4.04,6.97,15,5.0,12.0,4.75
SOFTWARE,PREMIUM,PREMIUM,STANDARD,DOMESTIC,PREMIUM_SLA,20,277.76,5555.2,2,28,0,2,127.29,4.65,4.78,7.83,9,5.0,12.0,12.0
INDUSTRIAL,STANDARD,PREMIUM,SILVER,DOMESTIC,TRAINING_AND_SUPPORT,100,324.25,32425.0,3,5,0,1,181.62,9.17,10.53,7.72,7,8.0,18.0,8.62
SERVICES,STANDARD,PREMIUM,STANDARD,INTERNATIONAL,NONE,2,281.46,562.92,1,10,0,0,0.0,0.0,7.13,8.11,10,5.0,12.0,8.59
HARDWARE,STANDARD,HIGH,STANDARD,DOMESTIC,TRAINING_AND_SUPPORT,10,74.02,740.2,4,18,0,1,215.26,3.15,3.4,6.68,5,5.0,12.0,4.1
OFFICE_SUPPLIES,ECONOMY,PREMIUM,SILVER,EUROPE,TRAINING_AND_SUPPORT,1,456.4,456.4,3,19,0,1,198.41,11.34,7.3,4.92,7,8.0,18.0,8.01
SOFTWARE,STANDARD,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,250,189.49,47372.5,3,20,0,1,149.01,6.48,3.84,7.97,6,5.0,12.0,12.0
HARDWARE,PREMIUM,PREMIUM,STANDARD,EUROPE,WHITE_GLOVE,5,313.22,1566.1,2,9,0,2,149.28,4.64,7.66,10.08,6,5.0,12.0,10.16
HARDWARE,ECONOMY,PREMIUM,SILVER,DOMESTIC,EXTENDED_WARRANTY,2,185.49,370.98,1,2,1,1,88.04,6.22,8.8,6.69,6,8.0,18.0,6.32
INDUSTRIAL,STANDARD,MEDIUM,GOLD,DOMESTIC,NONE,5,44.46,222.3,4,3,1,0,0.0,10.09,10.38,6.15,9,12.0,24.0,4.07
OFFICE_SUPPLIES,PREMIUM,PREMIUM,STANDARD,EUROPE,EXTENDED_WARRANTY,1,205.54,205.54,2,3,1,1,159.92,5.73,5.3,8.41,13,5.0,12.0,1.0
SERVICES,PREMIUM,LOW,PLATINUM,EUROPE,EXTENDED_WARRANTY,5,5.84,29.2,1,11,0,1,65.56,17.57,17.28,7.78,15,16.0,30.0,17.52
ELECTRONICS,PREMIUM,HIGH,SILVER,DOMESTIC,INSTALLATION,20,86.28,1725.6,4,21,0,1,196.15,5.5,10.71,10.09,10,8.0,18.0,10.88
ELECTRONICS,ENTERPRISE,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,500,278.52,139260.0,2,9,0,1,193.59,4.89,4.84,5.15,8,5.0,12.0,12.0
OFFICE_SUPPLIES,STANDARD,PREMIUM,SILVER,DOMESTIC,NONE,10,363.83,3638.3,2,26,0,0,0.0,6.36,10.91,7.84,6,8.0,18.0,10.54
SERVICES,ECONOMY,PREMIUM,SILVER,DOMESTIC,INSTALLATION,2,492.17,984.34,1,29,0,1,160.15,9.55,7.68,7.14,4,8.0,18.0,12.64
ELECTRONICS,STANDARD,PREMIUM,STANDARD,DOMESTIC,INSTALLATION,20,256.56,5131.2,1,1,1,1,97.92,5.55,4.67,6.12,3,5.0,12.0,1.62
FURNITURE,STANDARD,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,5,300.65,1503.25,4,19,0,1,141.99,2.94,4.56,10.81,7,5.0,12.0,4.67
SERVICES,STANDARD,PREMIUM,GOLD,DOMESTIC,PREMIUM_SLA,50,470.09,23504.5,2,1,1,2,478.71,7.17,11.7,10.92,2,12.0,24.0,13.17
FURNITURE,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,100,417.2,41720.0,2,16,0,0,0.0,8.91,3.15,9.54,9,5.0,12.0,6.27
SERVICES,ECONOMY,PREMIUM,STANDARD,DOMESTIC,NONE,1,364.08,364.08,1,11,0,0,0.0,4.91,4.64,8.36,6,5.0,12.0,1.0
FURNITURE,STANDARD,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,5,481.35,2406.75,2,30,0,1,221.27,10.13,4.72,13.52,4,5.0,12.0,7.19
INDUSTRIAL,STANDARD,PREMIUM,STANDARD,INTERNATIONAL,INSTALLATION,10,211.43,2114.3,2,12,0,1,90.93,6.53,6.35,7.09,9,5.0,12.0,9.75
ELECTRONICS,PREMIUM,HIGH,SILVER,DOMESTIC,WHITE_GLOVE,20,95.69,1913.8,3,9,0,2,388.99,3.56,10.02,8.99,11,8.0,18.0,10.23
FURNITURE,STANDARD,HIGH,STANDARD,DOMESTIC,NONE,1,58.4,58.4,4,8,0,0,0.0,3.87,7.61,3.4,7,5.0,12.0,1.72
FURNITURE,PREMIUM,PREMIUM,GOLD,EUROPE,WHITE_GLOVE,5,353.82,1769.1,2,30,0,2,135.6,14.64,12.2,8.61,7,12.0,24.0,9.5
ELECTRONICS,STANDARD,HIGH,STANDARD,EUROPE,EXTENDED_WARRANTY,10,123.93,1239.3,2,3,1,1,104.54,5.23,4.96,8.03,7,5.0,12.0,1.76
OFFICE_SUPPLIES,PREMIUM,MEDIUM,GOLD,EUROPE,INSTALLATION,50,22.45,1122.5,2,15,0,1,118.28,10.14,10.62,5.23,11,12.0,24.0,12.13
SERVICES,ENTERPRISE,PREMIUM,SILVER,DOMESTIC,WHITE_GLOVE,1,410.76,410.76,1,7,0,2,299.44,6.1,6.68,8.23,8,8.0,18.0,7.47
SOFTWARE,ECONOMY,PREMIUM,GOLD,DOMESTIC,INSTALLATION,250,489.44,122360.0,1,3,1,1,110.86,13.57,11.61,6.82,6,12.0,24.0,10.34
FURNITURE,PREMIUM,PREMIUM,SILVER,INTERNATIONAL,INSTALLATION,100,187.26,18726.0,1,5,0,1,123.23,7.37,6.23,8.01,4,8.0,18.0,6.45
SERVICES,ENTERPRISE,HIGH,SILVER,DOMESTIC,NONE,2,115.48,230.96,1,20,0,0,0.0,6.43,7.73,10.2,8,8.0,18.0,8.82
ELECTRONICS,PREMIUM,PREMIUM,STANDARD,DOMESTIC,NONE,20,348.86,6977.2,3,7,0,0,0.0,6.14,7.75,7.06,10,5.0,12.0,4.95
SOFTWARE,ECONOMY,PREMIUM,SILVER,DOMESTIC,NONE,5,459.26,2296.3,2,19,0,0,0.0,8.4,7.95,7.95,7,8.0,18.0,11.83
SOFTWARE,PREMIUM,PREMIUM,STANDARD,EUROPE,PREMIUM_SLA,100,307.6,30760.0,2,10,0,2,433.99,4.8,4.13,7.88,11,5.0,12.0,10.35
SERVICES,STANDARD,PREMIUM,STANDARD,DOMESTIC,INSTALLATION,20,330.0,6600.0,2,14,0,1,58.22,3.69,6.18,9.24,6,5.0,12.0,10.39
HARDWARE,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,2,238.71,477.42,3,4,0,0,0.0,7.34,5.56,7.8,9,5.0,12.0,1.12
SOFTWARE,STANDARD,HIGH,GOLD,DOMESTIC,NONE,5,105.16,525.8,4,23,0,0,0.0,15.74,11.38,5.08,3,12.0,24.0,15.56
FURNITURE,PREMIUM,HIGH,STANDARD,INTERNATIONAL,INSTALLATION,1,96.92,96.92,2,27,0,1,188.66,8.86,3.11,5.7,4,5.0,12.0,5.62
OFFICE_SUPPLIES,ECONOMY,PREMIUM,GOLD,DOMESTIC,INSTALLATION,1,223.08,223.08,2,24,0,1,189.93,7.59,14.42,8.99,8,12.0,24.0,11.74
SERVICES,STANDARD,PREMIUM,SILVER,INTERNATIONAL,PREMIUM_SLA,1000,429.02,429020.0,2,30,0,2,337.27,10.63,9.55,6.12,8,8.0,18.0,18.0
FURNITURE,STANDARD,PREMIUM,GOLD,DOMESTIC,EXTENDED_WARRANTY,100,217.83,21783.0,2,21,0,1,113.51,10.8,13.15,9.09,6,12.0,24.0,13.11
HARDWARE,PREMIUM,PREMIUM,STANDARD,DOMESTIC,PREMIUM_SLA,5,313.25,1566.25,5,19,0,2,495.67,7.2,8.0,12.17,9,5.0,12.0,6.17
SOFTWARE,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,50,455.62,22781.0,1,5,0,0,0.0,4.63,6.06,8.88,9,5.0,12.0,10.33
SERVICES,STANDARD,HIGH,SILVER,DOMESTIC,TRAINING_AND_SUPPORT,10,87.53,875.3,4,20,0,1,164.51,15.25,6.44,6.72,13,8.0,18.0,12.71
HARDWARE,ENTERPRISE,PREMIUM,GOLD,EUROPE,INSTALLATION,250,424.49,106122.5,3,1,1,1,156.83,14.6,13.4,12.85,7,12.0,24.0,7.82
FURNITURE,STANDARD,HIGH,SILVER,INTERNATIONAL,NONE,1,130.27,130.27,2,29,0,0,0.0,7.91,7.51,3.01,9,8.0,18.0,3.65
FURNITURE,STANDARD,HIGH,STANDARD,DOMESTIC,NONE,1,71.63,71.63,2,24,0,0,0.0,8.18,6.87,7.9,12,5.0,12.0,5.79
FURNITURE,STANDARD,PREMIUM,PLATINUM,EUROPE,NONE,5,374.54,1872.7,1,13,0,0,0.0,15.24,14.34,6.04,9,16.0,30.0,11.8
OFFICE_SUPPLIES,PREMIUM,PREMIUM,GOLD,EUROPE,EXTENDED_WARRANTY,50,460.37,23018.5,1,2,1,1,56.53,10.59,7.5,6.98,9,12.0,24.0,5.62
FURNITURE,PREMIUM,HIGH,PLATINUM,DOMESTIC,NONE,1,120.79,120.79,5,8,0,0,0.0,11.23,13.41,6.22,11,16.0,30.0,8.77
INDUSTRIAL,STANDARD,PREMIUM,SILVER,EUROPE,TRAINING_AND_SUPPORT,10,164.28,1642.8,2,22,0,1,140.71,9.86,3.62,8.63,9,8.0,18.0,9.4
FURNITURE,STANDARD,HIGH,STANDARD,EUROPE,EXTENDED_WARRANTY,5,125.58,627.9,5,21,0,1,79.66,6.25,2.0,6.13,9,5.0,12.0,7.87
SOFTWARE,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,20,485.67,9713.4,1,17,0,0,0.0,4.15,3.7,9.59,7,5.0,12.0,9.97
SERVICES,STANDARD,HIGH,STANDARD,DOMESTIC,EXTENDED_WARRANTY,250,77.71,19427.5,5,21,0,1,233.44,7.99,4.0,5.95,6,5.0,12.0,12.0
SERVICES,STANDARD,MEDIUM,PLATINUM,DOMESTIC,EXTENDED_WARRANTY,2,21.82,43.64,1,9,0,1,143.54,18.65,15.2,9.22,10,16.0,30.0,18.68
SERVICES,STANDARD,PREMIUM,SILVER,EUROPE,NONE,10,179.62,1796.2,5,13,0,0,0.0,10.42,7.94,9.24,12,8.0,18.0,11.08
OFFICE_SUPPLIES,PREMIUM,PREMIUM,SILVER,EUROPE,WHITE_GLOVE,10,315.07,3150.7,3,25,0,2,143.27,7.52,9.45,9.4,8,8.0,18.0,12.81
SERVICES,ECONOMY,PREMIUM,STANDARD,DOMESTIC,WHITE_GLOVE,1,401.84,401.84,4,1,1,2,455.88,10.41,7.3,12.28,3,5.0,12.0,3.82
SOFTWARE,PREMIUM,PREMIUM,STANDARD,INTERNATIONAL,NONE,10,474.62,4746.2,5,5,0,0,0.0,0.19,2.0,7.35,9,5.0,12.0,5.35
HARDWARE,STANDARD,PREMIUM,GOLD,DOMESTIC,EXTENDED_WARRANTY,2,269.37,538.74,2,26,0,1,241.83,16.08,12.05,4.35,8,12.0,24.0,13.52
ELECTRONICS,STANDARD,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,1,194.37,194.37,3,18,0,1,161.9,0.58,5.12,9.27,9,5.0,12.0,4.97
INDUSTRIAL,PREMIUM,PREMIUM,SILVER,EUROPE,INSTALLATION,1000,489.71,489710.0,3,27,0,1,175.51,13.75,6.53,7.75,11,8.0,18.0,12.92
SERVICES,ECONOMY,PREMIUM,SILVER,DOMESTIC,INSTALLATION,50,250.94,12547.0,1,4,0,1,156.22,6.02,8.34,9.6,2,8.0,18.0,15.38
SOFTWARE,ENTERPRISE,PREMIUM,SILVER,EUROPE,NONE,5,447.12,2235.6,1,29,0,0,0.0,6.95,9.41,7.72,7,8.0,18.0,7.98
SERVICES,STANDARD,PREMIUM,SILVER,INTERNATIONAL,NONE,100,383.43,38343.0,1,13,0,0,0.0,0.84,8.1,10.76,8,8.0,18.0,8.94
OFFICE_SUPPLIES,STANDARD,PREMIUM,STANDARD,DOMESTIC,TRAINING_AND_SUPPORT,10,282.44,2824.4,4,12,0,1,131.66,5.83,7.06,7.76,4,5.0,12.0,3.74
SOFTWARE,ECONOMY,MEDIUM,STANDARD,EUROPE,NONE,10,27.98,279.8,2,7,0,0,0.0,2.2,5.74,8.6,2,5.0,12.0,6.31
INDUSTRIAL,STANDARD,PREMIUM,PLATINUM,DOMESTIC,EXTENDED_WARRANTY,100,326.03,32603.0,1,28,0,1,235.27,19.31,17.76,9.86,12,16.0,30.0,18.77
INDUSTRIAL,ECONOMY,MEDIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,10,27.92,279.2,1,21,0,1,149.24,6.47,8.66,7.35,11,5.0,12.0,10.58
ELECTRONICS,ENTERPRISE,MEDIUM,STANDARD,EUROPE,EXTENDED_WARRANTY,50,32.81,1640.5,2,13,0,1,215.66,1.57,5.47,7.44,7,5.0,12.0,5.27
SOFTWARE,ECONOMY,PREMIUM,STANDARD,EUROPE,NONE,2,408.49,816.98,3,21,0,0,0.0,6.93,6.18,10.79,8,5.0,12.0,8.28
SERVICES,STANDARD,PREMIUM,STANDARD,DOMESTIC,TRAINING_AND_SUPPORT,2,359.59,719.18,2,9,0,1,163.1,8.53,2.81,7.26,12,5.0,12.0,5.99
SERVICES,PREMIUM,PREMIUM,SILVER,DOMESTIC,EXTENDED_WARRANTY,2,411.47,822.94,1,5,0,1,53.89,7.87,11.93,9.59,10,8.0,18.0,9.04
ELECTRONICS,STANDARD,MEDIUM,SILVER,DOMESTIC,TRAINING_AND_SUPPORT,5,23.59,117.95,1,28,0,1,78.5,9.44,11.01,8.09,8,8.0,18.0,10.06
OFFICE_SUPPLIES,ECONOMY,HIGH,STANDARD,EUROPE,TRAINING_AND_SUPPORT,5,131.01,655.05,1,22,0,1,97.89,7.95,7.35,8.83,5,5.0,12.0,7.54
SOFTWARE,ECONOMY,HIGH,SILVER,EUROPE,INSTALLATION,10,105.74,1057.4,1,17,0,1,246.59,7.83,10.41,6.54,8,8.0,18.0,14.89
INDUSTRIAL,STANDARD,PREMIUM,SILVER,DOMESTIC,EXTENDED_WARRANTY,5,290.02,1450.1,1,1,1,1,136.64,3.26,6.89,6.77,4,8.0,18.0,3.09
OFFICE_SUPPLIES,ENTERPRISE,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,5,402.54,2012.7,3,16,0,1,199.61,1.08,6.26,7.72,9,5.0,12.0,9.83
OFFICE_SUPPLIES,STANDARD,PREMIUM,SILVER,DOMESTIC,WHITE_GLOVE,1,176.13,176.13,1,19,0,2,481.21,10.18,5.23,9.38,6,8.0,18.0,8.37
HARDWARE,STANDARD,PREMIUM,STANDARD,EUROPE,INSTALLATION,1,176.89,176.89,1,25,0,1,135.95,4.8,5.79,9.63,9,5.0,12.0,1.09
HARDWARE,PREMIUM,HIGH,SILVER,DOMESTIC,NONE,5,131.94,659.7,2,20,0,0,0.0,6.93,8.24,6.65,10,8.0,18.0,6.63
SOFTWARE,PREMIUM,MEDIUM,GOLD,INTERNATIONAL,TRAINING_AND_SUPPORT,5,19.57,97.85,2,30,0,1,144.63,13.09,9.23,5.76,8,12.0,24.0,18.16
SOFTWARE,ECONOMY,PREMIUM,GOLD,DOMESTIC,NONE,20,176.06,3521.2,1,20,0,0,0.0,12.39,11.48,5.82,5,12.0,24.0,13.67
SERVICES,PREMIUM,PREMIUM,SILVER,EUROPE,TRAINING_AND_SUPPORT,250,344.69,86172.5,2,18,0,1,132.96,5.51,7.59,8.99,4,8.0,18.0,17.11
SERVICES,PREMIUM,PREMIUM,STANDARD,DOMESTIC,WHITE_GLOVE,10,205.95,2059.5,1,13,0,2,400.46,5.84,3.28,9.4,7,5.0,12.0,9.47
OFFICE_SUPPLIES,ECONOMY,PREMIUM,SILVER,EUROPE,EXTENDED_WARRANTY,5,421.89,2109.45,2,7,0,1,156.34,5.81,5.23,11.19,9,8.0,18.0,6.28
HARDWARE,STANDARD,PREMIUM,PLATINUM,DOMESTIC,EXTENDED_WARRANTY,20,449.47,8989.4,2,13,0,1,178.66,13.79,15.04,7.29,8,16.0,30.0,12.13
